MasterYear,FormNumber,District,OperatorNumber,DateofLoss,Type_Company_Cd,County,LeaseNumber,Gasident,CommNbr,TypeLiquid,GrossLoss,Recovered,NetLoss,Facility,CauseofLoss,Remedy,Corrected_Report,Water,WaterName,Location,Remarks,LeaseName,FieldNumber,Into_Water,Unique_ID,GrossLossGal
2015,843,05,"BASA RESOURCES, INC.",2015-05-25,Producer,LEON,3042,0,0,Crude,141,137,4,Tank Battery,Equipment Failure,Other,,,,J.S. SHACKLEFORD SUR A-783,"BERM BUILT, VAC TRUCKS, FLUSHED W/FRESH WATER, GRASS CUT, BIOREM",HILL UNIT NO. 1,"ALABAMA FERRY (GLENROSE D, WEST)",False,64549,5922
2015,708,7C,APACHE CORPORATION,2015-05-25,Producer,REAGAN,228,0,0,Crude,50,15,35,Separator-Gun Barrel-Treater,Human Error - Other,Other,,,,"31.23664, -101.67929","VAC TRUCKS, CLEAN UP FREE OIL WITH SORBENTS",UNIVERSITY,BIG LAKE,False,64415,2100
2015,619,08,ENCANA OIL & GAS(USA) INC.,2015-05-25,Producer,HOWARD,44537,0,0,Crude,40,0,40,Tank Battery,Equipment Failure,Other,,,,"32.1550805, -101.5140167","FLUID BURNED DURING FIRE, CLEAN UP WILL BE PERFORMED",BALLARD 33,SPRABERRY (TREND AREA),False,64326,1680
2015,1264,01,EAGLE HYDROCARBONS INC.,2015-05-25,Producer,CALDWELL,15696,0,0,Crude,159,16,143,Tank Battery,Act of God,Other,,,,"HINDS, J, A-14","VAC, REMEDIATED FLUIDS W/ABSORBANTS, HAULED SOILS TO DISPOSAL SITE",NORTHCUTT DYE,SALT FLAT (EDWARDS),False,64969,6678
2015,601,7C,"PIONEER NATURAL RES. USA, INC.",2015-05-25,Producer,UPTON,16553,0,0,Crude,7,5,2,Tank Battery,Act of God,Other,,,,"31.324411, 101.864169","FIRE DEPART CALLED, VACUUM TRUCK, BACKFILLING EXCAVATION","WOOLEY ""7""",SPRABERRY (TREND AREA),False,64308,294
2015,620,08,ENCANA OIL & GAS(USA) INC.,2015-05-25,Producer,HOWARD,40597,0,0,Crude,200,180,20,Tank Battery,Act of God,Other,,,,"32.29375, -101.4560611","VAC TRUCK, CLEAN UP WILL BE PERFORMED",WARD 17,SPRABERRY (TREND AREA),False,64327,8400
2015,505,08,"PARSLEY ENERGY OPERATIONS, LLC",2015-05-25,Producer,MARTIN,42947,0,0,Crude,70,65,5,Tank Battery,Equipment Failure,Other,,,,"SEC 252, WARD CSL A-607","VACUUM TRUCK, BLENDING ON SITE WITH CLEAN CALICHE, REMEDIATE",SCHNEIDER 252,SPRABERRY (TREND AREA),False,64213,2940
2015,1272,02,"NOR-TEX RESOURCES, L.L.C.",2015-05-24,Other,KARNES,10747,0,0,Crude,130,0,130,Tank Battery,Theft,Other,,,,"J.H. COX SUR, A-69",FILED PLICE REPORT,NOR-TEX SWD,EAGLEVILLE (EAGLE FORD-2),False,64977,5460
2015,546,10,LE NORMAN OPERATING LLC,2015-05-23,Producer,HEMPHILL,0,243185,0,Crude,20,0,20,Tank Battery,Act of God,Other,,,,"SEC 29, BLK A1, H&GN RR CO SUR","ON SITE REMEDIATION & REPAIR, OIL BURNED IN FIRE",WALKER 29,BUFFALO WALLOW (GRANITE WASH),False,64254,840
2015,709,7C,APACHE CORPORATION,2015-05-23,Producer,REAGAN,228,0,0,Crude,140,80,60,Tank Battery,Equipment Failure,Other,,,,"31.2423, -101.6711","FREE FLUIDS RECOVERED, SOILS WILL BE BLENDED",UNIVERSITY,BIG LAKE,False,64416,5880
2015,609,09,"ARROW OIL & GAS, LLC",2015-05-22,Producer,GRAYSON,30419,0,0,Crude,110,0,110,Tank Battery,Act of God,Other,,,,THOMAS CECIL SUR A-305,REMOVED & THE AFFECTED AREAS WERE REMEDIATED,PERRIN AFB,"PERRIN, N. AFB (BAKER SD)",False,64316,4620
2015,521,08,ENERGEN RESOURCES CORPORATION,2015-05-22,Producer,MITCHELL,20847,0,0,Crude,8,5,3,Tank Battery,Equipment Failure,Repaired Existing Equipment,,,,"32.395277, -101.040277","REPAIRED MANIFOLD, PICKED UP FREE STANDING FLUID",WESTBROOK SOUTHEAST UNIT,WESTBROOK,False,64229,336
2015,574,08,"PARSLEY ENERGY OPERATIONS, LLC",2015-05-22,Producer,MIDLAND,33383,0,0,Crude,18,15,3,Tank Battery,Corrosion - Rust,Other,,,,"SEC 40, BLK 37 T1S T&P","VAC TRUCK, REMEDIATE THE IMPACTED AREA","MCALISTER ""T""",SPRABERRY (TREND AREA),False,64281,756
2015,474,08,OXY USA INC.,2015-05-22,Producer,REEVES,28908,0,0,Combined,45,40,5,Tank Battery,Equipment Failure,Other,,,,"SEC 4, BLK 5, SUR H & GN RR CO",RECOVER FLUIDS & REMEDIATE IN PLACE,MOPAC,COLLIE (DELAWARE),False,64182,1890
2015,734,08,"LINN OPERATING, INC.",2015-05-22,Producer,HOWARD,38881,0,0,Crude,110,90,20,Tank Battery,Equipment Failure,Other,,,,"32.35112, 101.82715",PICKED UP LIQUID & REMEDIATED SOIL INSIDE OF BERM,ROMAN,SPRABERRY (TREND AREA),False,64441,4620
2015,1368,8A,OCCIDENTAL PERMIAN LTD.,2015-05-22,Producer,HOCKLEY,18105,0,0,Crude,24,0,24,Tank Battery,Equipment Failure,Other,,,,"LEAGUE 37, LABOR 48","VAC TRUCK, BACKHOE BLADED AREA, REMEDIATION",SLAUGHTER ESTATE UNIT,SLAUGHTER,False,65073,1008
2015,585,08,ENDEAVOR ENERGY RESOURCES L.P.,2015-05-21,Producer,MARTIN,38910,0,0,Crude,191,185,6,Tank Battery,Act of God,Other,,,,"32.37720, -101.71040",REMEDIATION IN PROGRESS,"PRICHARD ""51""",SPRABERRY (TREND AREA),False,64292,8022
2015,541,08,ENTERPRISE CRUDE PIPELINE LLC,2015-05-21,Transporter,MIDLAND,0,0,0,Crude,10,7,3,Other,Equipment Failure,Other,,,,"32.023794, -102.017745",IMPACTED SOIL WILL BE REMEDIATED,MIDKIFF UNIT,NO FIELD NAME,False,64249,420
2015,1267,02,PRIDE ENERGY COMPANY,2015-05-21,Producer,KARNES,0,33542,0,Gas Well Liquid,6,6,0,Flow Line,Equipment Failure,Repaired Existing Equipment,,,,"D. ERASMO SEGUIN SUR, A-10","WELL SHUT IN, REPAIR DAMAGE, PICKED UP STANDING FLUIDS VAC TRUCK","MOCZYGEMBA, J. S.",PANNA MARIA (EDWARDS),False,64972,252
2015,848,09,"ATLAS BARNETT, LLC",2015-05-21,Producer,JACK,32635,0,0,Crude,8,5,3,Tank Battery,Equipment Failure,Other,,,,"WOOD CSL BLK 4, A-875","VAC TRUCK, TILLED & TREATED WITH ENVIROCLEAN REMEDIATION PRODUCT","BOYD, L",KRS (MARBLE FALLS),False,64554,336
2015,540,08,"PIONEER NATURAL RES. USA, INC.",2015-05-21,Producer,MIDLAND,15254,0,0,Crude,65,60,5,Tank Battery,Equipment Failure,Other,,,,"31.643784, 101.89985","VACUUM TRUCK, BACKFILLING EXCAVATION",MIDKIFF UNIT,SPRABERRY (TREND AREA),False,64248,2730
2015,742,09,"CAVILLA ENERGY, INC.",2015-05-21,Producer,MONTAGUE,30305,0,0,Crude,19,0,19,Tank Battery,Act of God,Other,,,,"WILLIAM DONOHO SUR, A-178",REMOVED TANK & REPAIRED PRODUCTION FACILITIES,"JONES, PEARL N.","NOCONA, NORTH (CRINOIDAL SD)",False,64449,798
2015,1266,01,SPRINGFIELD PIPELINE LLC,2015-05-20,Transporter,DIMMIT,0,0,0,Combined,15,0,15,Tank Battery,Equipment Failure,Other,,,,"28.3112, -99.6869","EXCAVATED & TREATED W/SOIL AMENDMENTS,",BORGFELD UNIT A,NO FIELD NAME,False,64971,630
2015,549,03,"AMERICO ENERGY RESOURCES, LLC",2015-05-20,Producer,HARRIS,23095,0,0,Crude,25,0,25,Valve,Equipment Failure,Other,,,,RALPH HUBBARD SUR A-383,"VACUUM TRUCK, AREA AFFECTED BEING REMEDIATED",TOMBALL OUTLOT OIL UNIT,TOMBALL (SCHULTZ LO. N.E.),False,64257,1050
2015,516,8A,MEMORIAL PRODUCTION OPER. LLC,2015-05-20,Producer,HOCKLEY,67654,0,0,Crude,15,13,2,Tank Battery,Equipment Failure,Other,,,,"ABS 231, SURVEY TAYLOR, A LABOR 7/14, LEAGUE 722",VACCUM & RESURFACE,BOSWORTH FARM,ANITA (CLEARFORK),False,64224,630
2015,615,7B,"CLEARLY PETROLEUM, LLC",2015-05-20,Producer,STEPHENS,3900,0,0,Combined,3900,3900,0,Tank Battery,Equipment Failure,Other,,Creek,LONGBRANCH,"SEC 19, SUR SP RR CO ABS 210","EARTHEN BERM & CATCH PIT BUILT AT CREEK, VAC TRUCK, FLUSH THE SPIL","ATKINS, A. A.",STEPHENS COUNTY REGULAR,False,64322,163800
2015,1270,01,"SN OPERATING, LLC",2015-05-19,Producer,LA SALLE,16049,0,0,Crude,128,0,128,Tank Battery,Theft,Other,,,,I&GN RR CO SUR A-380,REPORTED TO THE LASALLE COUNTY SHERIFF'S OFFICE.,SCOTT SCHULZE,EAGLEVILLE (EAGLE FORD-1),False,64975,5376
2015,613,04,CONOCOPHILLIPS COMPANY,2015-05-19,Producer,ZAPATA,0,146461,0,Gas Well Liquid,34,0,34,Tank Battery,Equipment Failure,Other,,,,"27.248921, -99.420898","SHUT IN TO STOP SPILL, EXCAVATED","HERBST, M.V.",LA PERLA (LOBO CONS.),False,64320,1428
2015,634,08,PLAINS PIPELINE L.P.,2015-05-19,Transporter,GLASSCOCK,0,0,0,Crude,100,70,30,Tank Battery,Equipment Failure,Other,,,,"31.675242, -101.463866",WILL BE BROUGHT TO SURFACE FOR ON SITE BIO REMEDIATION,BENTON 3-12,NO FIELD NAME,False,64341,4200
2015,515,08,ENERGEN RESOURCES CORPORATION,2015-05-19,Producer,MITCHELL,20831,0,0,Crude,5,0,5,Tank Battery,Equipment Failure,Repaired Existing Equipment,,,,"32.430734, -101.034004","SHUT IN SATELITE, REPAIRED FLOWLINE, PICKED UP FLUID",NORTH WESTBROOK UNIT,WESTBROOK,False,64223,210
2015,520,08,"LAREDO PETROLEUM, INC.",2015-05-19,Producer,GLASSCOCK,43458,0,0,Crude,15,7,8,Tank Battery,Equipment Failure,Other,,,,SCHWARTZ 19,"FREE OIL RECOVERED, BACKHOE, BLENDING OF SOIL, BIOENHANCED LIQUID ",LPI-SCHWARTZ 19,"GARDEN CITY, S. (WOLFCAMP)",False,64228,630
2015,535,08,"DCP MIDSTREAM, LP",2015-05-19,Other,ANDREWS,0,0,0,Combined,20,17,3,Pipe Line,Equipment Failure,Other,,,,"32.287396, -102.790325","VAC TRUCK, EXCAVATED, REPLACED, BERMED AREA TO PREVENT SPREAD","POWELL, R. V. ETAL",NO FIELD NAME,False,64243,840
2015,519,08,"PIONEER NATURAL RES. USA, INC.",2015-05-19,Producer,GLASSCOCK,38673,0,0,Crude,20,12,8,Tank Battery,Act of God,Other,,,,"31.795915, 101.629089","FIRE WENT OUT W/OUT ASSISTANCE, VACUUM TRUCK, EXCAVATED & BLENDED ","COOK, E ""A""",SPRABERRY (TREND AREA),False,64227,840
2015,753,03,"DAVIS, LARRY D.",2015-05-19,Producer,WHARTON,7270,0,0,Crude,95,0,95,Tank Battery,Theft,Other,,,,BLK 29 S.E. AUSTIN,"NOTIFIED DIST, CALL WHARTON COUNTY SHERIFF OFFICE",FLOYD ESTATE,BOLING,False,64460,3990
2015,518,08,WILLIAMS OIL COMPANY,2015-05-18,Producer,WARD,38942,0,0,Crude,145,0,145,Tank Battery,Theft,Other,,,,"SEC 4, BLK B-20, PSL SUR",POLICE REPORT WILL FOLLOW,EDWARDS 4,CRAWAR (GLORIETA),False,64226,6090
2015,720,06,SM ENERGY COMPANY,2015-05-18,Producer,PANOLA,0,94264,0,Gas Well Liquid,143,40,103,Tank Battery,Act of God,Other,,,,"32.2093, 94.150738","FIRE DEPT CALLED, REMEDIATION OF SOILS",OSBORNE,CARTHAGE (COTTON VALLEY),False,64427,6006
2015,719,05,ANADARKO E&P ONSHORE LLC,2015-05-18,Producer,FREESTONE,0,175761,0,Combined,13,0,13,Tank Battery,Act of God,Other,,,,"31.59443, -96.18713","VAC TRUCK, MIRACLE BLUE, DESALT PLUS & FRESH WTR WAS APPLIED",ENGLISH,TEAGUE (CV-BOSSIER CONS.),False,64426,546
2015,865,06,CCI GULF COAST UPSTREAM LLC,2015-05-18,Producer,NACOGDOCHES,0,189362,0,Crude,80,0,80,Tank Battery,Act of God,Other,,,,"31.482198, 94.352553","VAC TRUCK, WASHED DOWN, CLEAN UP","MCFADDIN, R.B. GAS UNIT ""A""","APPLEBY, N. (ROD-TP CONS)",False,64571,3360
2015,741,09,"SOUTHERN EXPLORATION, INC.",2015-05-18,Other,WILBARGER,32276,0,0,Crude,10,0,10,Pipe Line,Theft,Other,,,,"SEC 3A, LINDSEY, OA/RUSSELL, SJ SUR, ABS 2081","VAC TRUCKS, SOAKED UP USING OIL ABSORBENT DUST, TILLED SOIL",ST OF TEX-SEI,BILLIE JO (CADDO),False,64448,420
2015,603,7C,"EOG RESOURCES, INC.",2015-05-18,Producer,IRION,18386,0,0,Crude,15,15,0,Tank Battery,Equipment Failure,Other,,,,"31.1838, -101.0790","VAC TRUCKS, EXCAVATED & PLACED ON POLY PLASTIC FOR DISPOSAL",MUNSON 'A',LIN (WOLFCAMP),False,64310,630
2015,1164,08,XTO ENERGY INC.,2015-05-16,Producer,WINKLER,26010,0,0,Crude,11,10,1,Tank Battery,Equipment Failure,Other,,,,"SEC 24, BLK 5, PSL SUR","VAC TRUCK, REMOVED OILY DIRT & THREW FRESH DIRT OVER SPILL",BROWN-ALTMAN -B-,"EMPEROR, EAST (CLEAR FORK, LO.)",False,64870,462
2015,510,08,DIAMONDBACK E&P LLC,2015-05-15,Producer,MIDLAND,40653,0,0,Crude,25,20,5,Tank Battery,Equipment Failure,Repaired Existing Equipment,,,,"T&P RR CO SURVEY #40, A-801, BLK 40, T1S",VACUUM TRUCK & LOCATION & PASTURELAND WAS REMEDIATED,ST NW,SPRABERRY (TREND AREA),False,64218,1050
2015,724,8A,CONQUEST OIL COMPANY,2015-05-15,Producer,LUBBOCK,66047,0,0,Crude,628,0,628,Tank Battery,Act of God,Installed New Equipment,,,,"33.5155, -101.5575","ALL THE OIL BURNED, REBUILT TANK BATTERY","HOOPLE, G. W.",HOOPLE (CLEAR FORK),False,64431,26376
2015,590,7C,"AMERICAN ENERGY-PERM BASIN, LLC",2015-05-15,Producer,REAGAN,17919,0,0,Crude,10,10,0,Pump Station or Terminal,Equipment Failure,Other,,,,"SEC 9, BLK 49, UL","SCRAPED & VACUUMED, ABSORPTION MATERIAL, SCRAPED",UNIVERSITY 49,LIN (WOLFCAMP),False,64297,420
2015,808,8A,PLAINS PIPELINE L.P.,2015-05-15,Transporter,YOAKUM,0,0,0,Crude,5,0,5,Flow Line,Corrosion - Rust,Other,,,,"33.205053, 102.85961",ON SITE BIO REMEDIATION,BROUGHTON '30A',NO FIELD NAME,False,64515,210
2015,1029,7C,NABORS COMPLETION & PROD SERV CO,2015-05-15,Transporter,REAGAN,11013,0,0,Combined,5,5,0,Tank Battery,Act of God,Other,,,,"HE & WT #11, A216",VAC TRUCK PICKED UP ALL LIQUID WITHIN SECONDARY CONTAINMENT,WEATHERBY,JOHN SCOTT (GRAYBURG),False,64735,210
2015,676,8A,DUNCAN DRILLING CO.,2015-05-15,Producer,CROSBY,61664,0,0,Crude,504,128,376,Tank Battery,Act of God,Installed New Equipment,,,,"SEC 1065 BLK D-19, E.L. & R.R.","ALL THE OIL BURNED, REBILT TANK BATTERY","HOOPLE, G. W.",HOOPLE (CLEAR FORK),False,64383,21168
2015,1269,01,"RICOCHET ENERGY, INC.",2015-05-15,Producer,FRIO,17079,0,0,Crude,130,0,130,Tank Battery,Theft,Other,,,,"BS&F SUR1, ABS 111,",REPORTED TO FRIO COUNTY SHERRIFF'S OFFICE,RIGGAN,PEARSALL (AUSTIN CHALK),False,64974,5460
2015,514,8A,OXY USA WTP LP,2015-05-14,Producer,HOCKLEY,5913,0,0,Crude,30,20,10,Tank Battery,Equipment Failure,Other,,,,"LEAGUE 48, LABOR 12","VACUUM TRUCK, BACKHOE BLADED AREA, REMEDIATION",MALLET,SLAUGHTER,False,64222,1260
2015,513,8A,OXY USA INC.,2015-05-14,Producer,HOCKLEY,6014,0,0,Crude,10,0,10,Tank Battery,Equipment Failure,Other,,,,"LEAGUE 39, LABOR 43","VACUUM TRUCK, BACKHOE BLADED AREA, REMEDIATION","SLAUGHTER, S. A. ""B""",SLAUGHTER,False,64221,420
2015,792,08,ANADARKO E&P ONSHORE LLC,2015-05-14,Producer,LOVING,0,219735,0,Combined,552,549,3,Tank Battery,Equipment Failure,Other,,,,"31.73312, -103.49471",MULITIPLE WELLS TIED TO SWD WERE SHUT IN,APC SWD,HALEY (LWR. WOLFCAMP-PENN CONS.),False,64499,23184
2015,507,08,"RSP PERMIAN, LLC",2015-05-14,Producer,MIDLAND,41704,0,0,Crude,12,10,2,Tank Battery,Equipment Failure,Other,,,,"SEC 11, BLK 40, T-2-S",EXCAVATE & HAUL SOIL TO AN OFF SITE DISPOSAL FACILITY,STO SEC 11,SPRABERRY (TREND AREA),False,64215,504
2015,1263,02,"DEVON ENERGY PRODUCTION CO, L.P.",2015-05-14,Producer,DE WITT,9959,0,0,Crude,45,44,1,Tank Battery,Equipment Failure,Other,,,,"PLUMMER, R A-389","FREE LIQUIDS RECOVERED, STEAM CLEANDED & FLUSHED WITH FRESH WATER ",OLIVER B,EAGLEVILLE (EAGLE FORD-2),False,64968,1890
2015,517,08,ANADARKO E&P ONSHORE LLC,2015-05-13,Producer,LOVING,43404,0,0,Gas Well Liquid,10,0,10,Pipe Line,Equipment Failure,Other,,,,"31.914640, -103.855728",HYDROCARBON IMPACTED SOIL WILL BE REMEDIATED ON SITE,TXL 33,SANDBAR (BONE SPRING),False,64225,420
2015,491,04,"S & D VACUUM SERVICE, LLC",2015-05-13,Other,NUECES,12032,0,0,Crude,1350,300,1050,Tank Battery,Act of God,Other,,,,5292 COUNTY ROAD 44,"VACUUM TRUCKS, PUMPING EQUIPMENT, NEW SOIL & BERM IS REBUILT",LEMOND UNIT NUMBER TWO,AGUA DULCE (LAMB A),False,64199,56700
2015,611,09,PLAINS PIPELINE L.P.,2015-05-13,Transporter,WICHITA,0,0,0,Crude,1,1,0,Tank Battery,Equipment Failure,Other,,,,"33.91446, -98.48781",BROUGHT TO SURFACE FOR ON SITE BIO REMEDIATION,SUPER UNIT,NO FIELD NAME,False,64318,42
2015,547,04,HILCORP ENERGY COMPANY,2015-05-12,Producer,HIDALGO,0,237136,0,Combined,100,100,0,Other,Equipment Failure,Other,,,,"SEC 195, STEWART, W. SUR, ABS A-228","VAC TRUCKS, COLLECTED SOIL TO DETERMINE IF FURTHER REMEDIAL NEEDED",OLIVAREZ UNIT,MCMORAN (8960),False,64255,4200
2015,471,08,COG OPERATING LLC,2015-05-12,Producer,GLASSCOCK,37789,0,0,Crude,84,84,0,Tank Battery,Equipment Failure,Other,,,,"SEC 43, BLK 32, T4S, T&P RR CO","VAC ALL OF THE FLUIDS INSIDE THE FIREWALL,",CURRIE,"GARDEN CITY, S. (WOLFCAMP)",False,64179,3528
2015,464,03,"DENBURY ONSHORE, LLC",2015-05-12,Producer,FORT BEND,0,179441,0,Crude,130,130,0,Tank Battery,Equipment Failure,Other,,,,"292705.82, 953337.28",REMEDIATION,HP LOCKWOOD,THOMPSON,False,64172,5460
2015,414,03,XTO ENERGY INC.,2015-05-12,Other,GALVESTON,25132,0,0,Crude,5,3,2,Tank Battery,Act of God,Other,,,,"GAYATT, P A-71","VACUUM TRUCK, 2 GALLONS BURNED IN FIRE, TANK WAS GROUNDED.",CAMP WALLACE D,FRANKS (SCHENCK SAND),False,64122,210
2015,487,06,"COMPASS ENERGY OPERATING, LLC",2015-05-12,Producer,GREGG,14712,0,0,Crude,41,39,2,Tank Battery,Equipment Failure,Other,,,,GRIFFIN RANCH,"VAC TRUCK, FLUSHED AFFECTED AREA WITH FRESHWATER",GRIFFIN RANCH G.U. 7,DANVILLE (PETTIT-A-OIL),False,64195,1722
2015,1383,08,"SHERIDAN PRODUCTION COMPANY, LLC",2015-05-11,Producer,ECTOR,43645,0,0,Crude,12,9,3,Pipe Line,Equipment Failure,Other,,,,VEE BAR 12,REMEDIATED IN ON PLASTIC WITH MIX OF FRESH SOIL & FERTILLZER,VEE BAR 12,GOLDSMITH (CLEAR FORK),False,65088,504
2015,544,06,SABINE OIL & GAS CORPORATION,2015-05-11,Producer,UPSHUR,0,229166,0,Gas Well Liquid,115,0,115,Tank Battery,Act of God,Other,,,,J.B.B. DAVENPORT SURVEY A-1,EVALUATING REPLACEMENT OPTIONS FOR THE BATTERY,"REYNOLDS, J. E. UNIT",GILMER(JURASSIC),False,64252,4830
2015,462,05,ANADARKO E&P ONSHORE LLC,2015-05-11,Producer,FREESTONE,0,174265,0,Combined,18,13,5,Tank Battery,Act of God,Other,,,,"31.57296, -96.17459","VACUUM, FLUSHED WITH FRESHWATER,","JOHNSON ""A""",DEW (C.V. CONSOLIDATED),False,64170,756
2015,761,06,COOK EXPLORATION CO.,2015-05-11,Other,GREGG,0,171658,0,Gas Well Liquid,48,0,48,Tank Battery,Act of God,Other,,,,PP RAINS SUR ABS A-258,TANK WAS TOTAL LOSS & REMOVED,FLEWELLEN,WILLOW SPRINGS (COTTON VALLEY),False,64468,2016
2015,492,05,SUNOCO PIPELINE L.P.,2015-05-11,Transporter,NAVARRO,0,0,0,Crude,650,630,20,Pipe Line,Equipment Failure,Other,,,,CORSICANA TANK FARM,"VAC TRUCKS, WILL BE REMEDIATED",LEMOND UNIT NUMBER TWO,NO FIELD NAME,False,64200,27300
2015,453,7C,"DEVON ENERGY PRODUCTION CO, L.P.",2015-05-11,Producer,CROCKETT,18140,0,0,Crude,92,91,1,Tank Battery,Equipment Failure,Other,,,,HEATER TREATER,"REEASE & REMOVED FREE FLUIDS, WILL REMEDIATE SOIL",UNIVERSITY 52-23,LIN (WOLFCAMP),False,64161,3864
2015,483,7B,"CLEARLY PETROLEUM, LLC",2015-05-11,Producer,STEPHENS,14219,0,0,Combined,2500,2200,300,Tank Battery,Equipment Failure,Other,,Creek,LONGBRANCH,"ABS 1621, S. BRADLEY","VACUUM TRUCK, ABSORBENT BOOMS, BLOTTED WITH ABSORBENT PADS","HILL, HENRY W.",STEPHENS COUNTY REGULAR,False,64191,105000
2015,509,08,DIAMONDBACK E&P LLC,2015-05-11,Producer,MIDLAND,39560,0,0,Crude,475,200,275,Tank Battery,Equipment Failure,Other,,,,"T&P RR CO SURVEY #40, A-801, BLK 40, T1S",VACUUM TRUCK & LOCATION & PASTURELAND WAS REMEDIATED,ST,SPRABERRY (TREND AREA),False,64217,19950
2015,883,08,"SHERIDAN PRODUCTION COMPANY, LLC",2015-05-11,Producer,ECTOR,37943,0,0,Crude,12,9,3,Tank Battery,Equipment Failure,Other,,,,"31.94562, 102.67355","DUG OUT CONTAMINATED SOIL, EXCAVATED, REMEDIATED ON SITE ,",GOLDSMITH ADOBE UNIT,GOLDSMITH (CLEAR FORK),False,64589,504
2015,528,08,"PARSLEY ENERGY OPERATIONS, LLC",2015-05-11,Producer,MIDLAND,18959,0,0,Crude,21,4,17,Tank Battery,Equipment Failure,Other,,,,"SEC 45, BLK 39, T-4-S, A-422, T&P RR CO","VACUUM TRUCK, WILL REMEDIATE THE IMPACTED AREA, BLENDING ON SITE",MCFARLAND QUEEN P. S. L. UNIT,MCFARLAND (QUEEN),False,64236,882
2015,460,05,UNION OIL COMPANY OF CALIFORNIA,2015-05-10,Producer,VAN ZANDT,2453,0,0,Crude,12,12,0,Tank Battery,Act of God,Other,,,,"JOHN WALLING SR SUR, ABS 891","VAC TRUCK REMOVED STANDING FLUIDS, SOIL REMOVAL",CENTRAL VAN WOODBINE UNIT,VAN (CENTRAL-WOODBINE),False,64168,504
2015,493,09,ENTERPRISE CRUDE PIPELINE LLC,2015-05-10,Transporter,MONTAGUE,0,0,0,Crude,450,445,5,Tank Battery,Equipment Failure,Other,,,,"33.924432, -97.720892",IMPACTED SOIL WILL BE REMEDIATED IN PLACE ON SITE,LEMOND UNIT NUMBER TWO,NO FIELD NAME,False,64201,18900
2015,511,08,ANADARKO E&P ONSHORE LLC,2015-05-09,Producer,REEVES,0,276516,0,Crude,31,30,1,Tank Battery,Equipment Failure,Other,,,,"31.6637258, -103.9404969",PULLED FLUIDS DOWN & SWITCHED TO OPPOSITE TANK,CHEYENNE 57-3-47,PHANTOM (WOLFCAMP),False,64219,1302
2015,1262,01,"EP ENERGY E&P COMPANY, L.P.",2015-05-09,Producer,LA SALLE,17797,0,0,Crude,1000,780,220,Pipe Line,Corrosion - Rust,Other,,,,"2826.1212, 9907.5390","VAC TRUCK, EXCAVATION, CONTAMINATION WILL BE CLEANED",ALTITO D,EAGLEVILLE (EAGLE FORD-1),False,64967,42000
2015,508,08,"PIONEER NATURAL RES. USA, INC.",2015-05-09,Producer,MIDLAND,33406,0,0,Crude,17,14,3,Tank Battery,Equipment Failure,Other,,,,"31.878797, -101.870909","VACUUM TRUCK, EXCAVATED & BLENDED WITH FRESH SOIL & BIOREMEDIATION","SNOWDEN ""A""",SPRABERRY (TREND AREA),False,64216,714
2015,512,08,ENCANA OIL & GAS(USA) INC.,2015-05-09,Producer,GLASSCOCK,22759,0,0,Crude,300,260,40,Other,Human Error - Other,Other,,,,"31.700082, -101.607662","VACUUM TRUCK, REMEDIATION WILL BE PERFORMED",BUCKNER-BAPTIST-BENEVOLENCES,SPRABERRY (TREND AREA),False,64220,12600
2015,496,10,BP AMERICA PRODUCTION COMPANY,2015-05-09,Producer,WHEELER,0,255194,0,Gas Well Liquid,111,0,111,Tank Battery,Act of God,Other,,,,"SEC 20, BLK 3, CCSL SUR",SHUT IN & REMAINING WATER WAS PULLED FROM TANK & HAULED DISPOSAL,"FOWLSTON ESTATE ""A""",P.C.X. (GRANITE WASH),False,64204,4662
2015,482,7B,"TRACER OPERATING, INC.",2015-05-08,Producer,PALO PINTO,31084,0,0,Crude,10,10,0,Tank Battery,Equipment Failure,Other,,,,"T & P RRCO, SEC 53, BLK 2, ABS 1079","OIL BOOMS, GATOR OIL ABSORBENT, OIL ABSORTMENT PADS","POPP, CLARA (SWD)",PALO PINTO COUNTY REGULAR,False,64190,420
2015,993,09,"FORD, R. J. INC.",2015-05-08,Producer,COOKE,16705,0,0,Crude,5,3,2,Tank Battery,Equipment Failure,Other,,,,SOUTH OF GAINESVILLE,MIXED GATOR ABSORBENT & TILLED EFFECTED AREA.,"MYERS, JAMES",COOKE COUNTY REGULAR,False,64699,210
2015,1327,09,BORDERLINE OPERATING CORP.,2015-05-08,Producer,MONTAGUE,32010,0,0,Crude,180,120,60,Tank Battery,Equipment Failure,Other,,,,A-669 W. SCARBROUGH,"SKIMMERS & VAC TRUCKS, PLACED ABSORBENT BOOM",BOYD,"BOWIE, NE. (VIOLA)",False,65032,7560
2015,1492,09,VANTAGE FORT WORTH ENERGY LLC,2015-05-07,Producer,DENTON,0,206875,0,Gas Well Liquid,198,0,198,Tank Battery,Equipment Failure,Other,,,,F. BATSON - SVY A43,"LIGHTING, REMOVED, DISPOSED OFF SITE, REMEDIAL ACTIONS SUCCESSFUL ",PAYNE,"NEWARK, EAST (BARNETT SHALE)",False,65374,8316
